AN;MOIS;PAX_Depart;PAX_Arrivee;PAX_Transit;FRP_Depart;FRP_Arrivee;NMVT_Mixte;NMVT_Cargo
2020;10;34055;32684;0;210,4;344,1;1255;1
2020;10;632;596;321;0;3,5;34;0
2020;10;446;554;295;0;3,9;30;0
2020;10;1262;1371;861;0;3,8;76;0
2020;10;1077;1165;224;0;4,8;48;0
2020;10;1050;1109;499;0,9;4,5;102;0
2020;10;977;1054;541;0,4;4,9;108;0
2020;10;7639;7565;1403;2,9;9,7;344;21
2020;10;2805;2883;1376;7,8;8,7;154;0
2020;10;3691;4293;2333;4,1;5;226;0
2020;10;1242;665;510;0;0,3;76;0
2020;10;958;1004;0;0;3,4;56;0
2020;10;7183;7764;3573;7;14,4;429;37
2020;10;3734;3934;0;6,6;18,9;155;0
2020;10;8332;8180;0;11,8;35,2;363;1
2020;10;19786;20490;0;89,8;33,7;860;1
2020;10;4602;4766;0;7,9;18,6;232;0
2020;10;3512;3645;0;7,4;15,8;212;0
2020;10;2436;2458;0;80,4;247,5;89;17
2020;10;12418;12046;0;82,8;213,4;298;53
2020;10;1139;1221;194;0;26,2;220;36
2020;10;30465;34189;1531;261,6;839,5;620;31
2020;10;3481;3976;4;14,2;14,4;500;0
2020;10;3015;4608;0;6;29,4;1417;56
2020;10;32796;37006;1340;164,8;900,3;1265;32
2020;10;3070;3101;35;64,4;35,3;1991;6
2020;10;4550;5309;3848;1,4;37,8;1020;15
2020;11;5653;5943;0;43,8;249,2;97;0
2020;11;21909;20720;0;1089,9;1806,4;274;73
2020;11;20050;20005;589;318,5;597,5;660;86
2020;11;35979;34904;607;1509,4;2516,7;1092;362
2020;11;2763;2526;0;0;0;162;0
2020;11;832;714;0;0;0;81;0
2020;11;3529;2733;0;0;0;130;0
2020;11;1367;1296;0;0;0;36;0
2020;11;10063;8135;15;257,4;397,5;410;102
2020;11;1740;1181;2796;0;0,2;271;0
2020;11;3224;1792;1816;0;0;282;0
2020;11;10008;7513;89;168,3;362,2;381;86
2020;11;1438;1466;8;154,8;0;194;7
2020;11;37864;40006;711;2295,4;2076,3;1424;381
2020;11;50944;51581;1131;2448,7;2496,8;1628;564
2020;11;50175;46586;759;31,5;38,1;2713;31
2020;11;2008;1600;0;0;0;77;0
2020;11;12389;10792;0;272,3;243,8;328;74
2020;11;15004;18273;0;0;0;432;0
2020;11;1336;1559;0;790;515,3;47;40
2020;11;459;604;0;0;0;22;0
2020;11;2203;2008;0;0;0;1943;0
2020;11;315989;316198;272;72634,9;68065,7;7849;3089
2020;11;170176;187602;63;4343,1;1904,8;3660;6
2020;11;6168;7215;235;0;0;255;0
2020;11;6415;5979;0;2,8;0,8;355;0
2020;11;881;1047;5;0,2;0;92;1
2020;11;2227;1889;3;484,8;388,1;140;113
2020;11;16395;18999;127;310,3;490,8;620;75
2020;11;16;0;5;1044,2;538,7;4;73
2020;11;33932;37074;65;3314,8;2036,9;979;381
2020;11;4120;4518;29;0,4;0;275;0
2020;11;2774;2163;0;0;0;206;0
2020;11;1327;932;0;0;0;46;0
2020;11;484;599;0;2,9;15,5;155;8
2020;11;605;573;0;1,4;1,9;122;0
2020;11;1667;1514;0;4,1;7,8;140;0
2020;11;25033;26571;0;206,2;320,3;1182;2
2020;11;581;621;331;0,1;4,4;40;0
2020;11;525;529;345;0,5;5,2;38;0
2020;11;1130;915;770;0,1;2,7;88;0
2020;11;842;734;174;0,2;3,6;46;0
2020;11;832;803;377;0,3;4,8;66;0
2020;11;663;602;524;0;3,9;71;0
2020;11;6056;5654;1370;2,4;8,2;358;6
2020;11;2111;1950;1528;6,1;6,9;162;0
2020;11;2852;2233;2141;4,3;4,3;248;0
2020;11;728;203;607;0;0,5;82;0
2020;11;240;367;436;0,3;3,4;38;0
2020;11;733;632;17;0,1;4,5;68;0
2020;11;5856;5286;2220;5,7;11,5;390;18
2020;11;3427;3562;0;6,4;16,1;152;0
2020;11;6043;6200;0;11,8;31,6;296;0
2020;11;15213;15901;0;82,8;32,1;711;0
2020;11;3490;3313;0;7;18,1;178;0
2020;11;2693;2677;0;7,2;16,3;172;0
2020;11;1687;1943;0;55,3;268;108;10
2020;11;8673;11378;0;103,8;217,5;269;31
2020;11;1259;1384;134;0;23;154;13
2020;11;17140;15089;2150;191,2;673,3;517;31
2020;11;2840;3157;5;13,8;16;412;0
2020;11;5803;6728;2;6,6;32;2702;55
2020;11;21228;22802;1706;166,9;711,9;1077;16
2020;11;4831;4530;163;27,2;103,2;1714;4
2020;11;4628;3968;3322;3;31,1;861;6
2020;12;16323;12002;0;87,6;340,1;218;0
2020;12;47679;58800;701;2553;2290;446;76
2020;12;58579;56143;343;470,6;721,8;1253;97
2020;12;91927;88751;210;1280,3;2046,2;1851;336
2020;12;5882;6325;0;0;0;239;0
2020;12;1522;1752;0;0;0;108;0
2020;12;9403;11089;0;0;0;272;0
2020;12;605;670;0;0;0;44;0
2020;12;2107;1574;0;0;0;40;0
2020;12;772;473;0;0;0;22;0
2020;12;21291;23655;121;273,9;453,8;574;107
2020;12;3335;3746;2431;0;0,4;247;0
2020;12;5629;6224;767;0;0;295;0
2020;12;20815;22920;29;242,6;480,5;521;95
2020;12;3149;2851;3;37,9;0;220;4
2020;12;99428;86085;397;2546,6;2516,3;2384;478
2020;12;431;728;7;0;0;66;0
2020;12;622;736;0;0;0;54;0
2020;12;994;1068;0;0;0;33;0
2020;12;110876;98196;1176;2784,2;3018,4;2343;675
2020;12;132019;133777;507;46,5;46,9;4234;35
2020;12;6611;7368;0;0;0;129;0
2020;12;35935;32603;0;307,4;306,1;717;82
2020;12;1503;1496;0;0;0;32;0
2020;12;40018;29073;0;0;0;597;0
2020;12;2480;1749;0;898,5;947,3;50;58
2020;12;1196;993;0;0;0;31;0
2020;12;2718;2437;0;0;0;2706;0
2020;12;598108;538645;230;76955,5;76817,9;9724;3451
2020;12;479218;355462;47;5935,2;4222;6214;9
2020;12;22861;22325;333;77,4;42,5;530;33
2020;12;17450;18132;4;2,2;0,7;564;0
2020;12;486;627;0;0;0;48;0
2020;12;6333;6329;0;0;0;204;0
2020;12;10094;10492;0;512,3;551,4;303;145
2020;12;66107;63709;79;409,2;587,2;1361;88
2020;12;0;0;0;555,1;377,9;0;42
2020;12;76273;48959;7;3080,3;2500,6;1454;464
2020;12;26112;25031;170;0,7;0,3;667;0
2020;12;4936;6007;1;0;0;270;0
2020;12;1961;1957;3;0;0;53;0
2020;12;620;612;0;4,6;17,7;183;10
2020;12;528;707;0;1,3;5,7;150;0
2020;12;2001;1906;0;6,8;13,1;174;0
2020;12;36467;28400;0;273,2;388;1415;8
2020;12;605;944;537;0,5;7,2;52;0
2020;12;699;1051;416;0,4;9;59;5
2020;12;226;449;309;0,1;2,6;30;0
2020;12;1009;1401;858;0,1;4,8;86;0
2020;12;905;1267;248;0,2;5,9;56;0
2020;12;1165;1596;455;1;7,1;118;0
2020;12;1064;1211;748;0,3;7,4;123;0
2020;12;5617;6490;2108;3,4;14,9;396;9
2020;12;2090;2641;1889;6,3;12,9;185;0
2020;12;2753;4126;3040;4,5;8,3;282;0
2020;12;620;289;590;0;0,9;64;0
2020;12;341;259;636;0,4;2,7;48;0
2020;12;668;916;34;0,2;5,8;76;0
2020;12;6430;7824;2608;6,5;19,6;445;16
2020;12;3643;4032;0;8,7;22,8;172;0
2020;12;6661;8177;0;13;38,4;408;0
2020;12;19424;16954;0;108,7;41,2;897;0
2020;12;3363;4326;0;11;24,1;252;0
2020;12;3169;3799;0;8,6;22,2;248;0
2020;12;2929;2230;0;50,7;300,1;95;14
2020;12;17749;16520;0;97,2;211,4;377;45
2020;12;1293;1752;254;0,2;31,9;262;29
2020;12;41916;58899;3244;456,7;1016,8;963;53
2020;12;5036;5703;5;23,3;22,4;563;3
2020;12;7409;8671;0;6,5;28,5;3303;80
2020;12;53415;74083;2940;272,6;1064,1;1683;41
2020;12;4499;4480;271;74;29,3;1926;11
2020;12;4225;6334;3604;3,8;51,1;1109;16
2021;01;10056;14709;0;19;231,9;190;0
2021;01;61349;58012;1251;658,6;1575,2;472;42
2021;01;50531;48957;300;301,4;530,4;1157;80
2021;01;80944;80611;344;1533,6;2029,5;1918;373
2021;01;7519;6405;4;39;42,3;352;4
2021;01;1771;1521;0;0;0;171;0
2021;01;10878;8833;0;0;0;276;0
2021;01;965;751;0;0;0;80;0
2021;01;1916;2497;0;0;0;52;0
2021;01;729;687;52;0;0;32;0
2021;01;19372;16565;83;187,2;376,5;515;102
2021;01;3376;2683;1303;0;0,1;216;0
2021;01;5557;4062;288;0;0;281;0
2021;01;18919;15733;17;139,1;351,8;495;87
2021;01;2777;2672;2;86,5;0;252;5
2021;01;87515;95920;52;2089,3;1704,5;2640;351
2021;01;784;658;0;0;0;89;0
2021;01;95039;98860;1642;2463,6;2428;2338;579
2021;01;109358;104614;717;43,2;36,5;3669;35
2021;01;6499;5309;0;0;0;195;0
2021;01;25710;26721;0;279;252,7;581;80
2021;01;22119;34049;0;0;0;516;0
2021;01;1543;2446;2;572;661;42;75
2021;01;2399;2373;0;0;0;2434;0
2021;01;575589;621033;239;72542,5;75697,1;10491;3280
2021;01;407961;470777;0;4832,6;1853;6830;0
2021;01;16908;17566;460;0;0;479;0
2021;01;16873;14515;12;340,7;1;601;8
2021;01;686;551;0;0;0;97;0
2021;01;3091;2927;0;0;0;160;0
2021;01;8888;8190;4;565,6;462,8;344;123
2021;01;52008;51415;187;385,5;467,5;1163;49
2021;01;36;0;12;719,3;451,8;20;51
2021;01;39934;68971;5;2962,8;2222,7;1289;415
2021;01;873;722;0;0;0;89;0
2021;01;12736;13990;89;0,5;0,1;455;0
2021;01;7394;5941;4;0;0;341;0
2021;01;1621;1470;0;0;0;38;0
2021;01;551;601;0;2,8;12,2;152;8
2021;01;621;492;0;0,5;1,6;103;0
2021;01;2081;2040;0;2,7;10,6;129;0
2021;01;24862;34208;0;150,7;287;1262;1
2021;01;908;556;412;0;3,8;46;0
2021;01;894;515;403;-0,1;3,8;50;0
2021;01;1243;904;931;0;3,9;84;0
2021;01;1150;789;310;0,2;3,8;58;0
2021;01;1445;1123;597;0,8;4,2;108;0
2021;01;1222;1071;624;0,5;3,7;122;0
2021;01;6080;4777;2347;2,5;8,6;347;2
2021;01;2462;1922;1639;6,5;9,3;156;0
2021;01;3797;2545;2449;3,5;4,5;268;0
2021;01;446;211;637;0;0,4;68;0
2021;01;346;399;623;0,5;1,6;44;0
2021;01;966;711;47;0;4;80;0
2021;01;7355;5910;2474;5,1;10,5;446;4
2021;01;4513;4355;0;4,1;18,1;158;0
2021;01;8358;7912;0;10,6;30,9;417;0
2021;01;18943;20618;0;87,2;24,8;883;1
2021;01;3931;4027;0;6,4;19,8;247;0
2021;01;3931;3821;0;3,9;16,7;238;0
2021;01;2174;3296;0;37,7;216,3;75;12
2021;01;13824;14115;0;52,1;159,8;359;21
2021;01;1222;983;295;0;16,3;244;14
2021;01;65290;64913;2608;183,8;701,8;1081;46
2021;01;5064;4786;6;19,1;16,8;485;33
2021;01;10020;7842;0;7,6;22,4;3702;74
2021;01;81205;83006;1972;160,3;814,3;1752;48
2021;01;4573;4107;284;104,1;55,3;1737;10
2021;01;6409;3966;3682;1,4;36,3;968;13
2021;02;3843;3166;0;29,5;213,5;83;8
2021;02;20050;15467;679;392,6;1685,8;288;81
2021;02;120;168;8;51,6;34;43;7
2021;02;37178;40872;526;301,1;480,5;1077;81
2021;02;59554;62742;595;1527,2;2401,6;1543;356
2021;02;6006;6571;0;0;0;307;0
2021;02;1311;1481;0;0;0;143;0
2021;02;8515;9038;0;0;0;244;0
2021;02;723;804;0;0;0;61;0
2021;02;592;892;0;0;0;40;0
2021;02;14318;15541;536;145,4;356;402;93
2021;02;2763;3172;2635;0;0,3;235;0
2021;02;5136;5382;611;0;0;278;0
2021;02;14153;15323;279;114,6;314,5;404;79
2021;02;1712;1811;0;382,7;38,1;210;9
2021;02;60559;67915;815;1905,6;1604,6;2206;354
2021;02;776;828;0;0;0;82;0
2021;02;59156;64652;1089;2422,1;2341,5;1724;571
2021;02;85559;87659;374;39;34,4;2977;35
2021;02;4110;4553;0;0;0;116;0
2021;02;14171;17609;0;277,6;231,8;429;80
2021;02;9798;9787;0;0;0;232;0
2021;02;741;913;1;783,9;1206,6;48;109
2021;02;2536;2551;0;0;0;2386;0
2021;02;394054;404851;118;74755,5;75532,4;8495;3216
2021;02;221052;241432;546;4103,3;1614;4532;5
2021;02;16852;15979;173;0;0;448;0
2021;02;12311;12564;0;1,8;0,9;501;1
2021;02;659;702;0;0;0;86;0
2021;02;2436;2312;6;0;0;117;0
2021;02;6616;6178;2;489,3;473,2;250;123
2021;02;35968;35365;173;449,2;475,5;885;75
2021;02;49;0;17;940,8;530,2;28;64
2021;02;35878;35419;5;2809,7;2055,9;1033;364
2021;02;521;602;0;0;0;75;0
2021;02;5830;6180;82;0,6;0,1;227;1
2021;02;6481;7039;0;0;0;282;0
2021;02;556;739;1;0;0;36;0
2021;02;717;368;0;2,1;15,1;140;10
2021;02;1386;1631;0;3,2;8,1;109;5
2021;02;18986;18541;0;134,9;213,3;901;0
2021;02;430;473;308;0;2,8;30;0
2021;02;460;377;298;-0,1;3,8;32;0
2021;02;1088;1044;900;0;2,9;80;0
2021;02;811;780;188;0,3;2,9;52;0
2021;02;861;874;412;0,5;4,5;70;0
2021;02;743;737;474;0,2;4,4;67;0
2021;02;3599;3310;1810;2,5;7,5;248;0
2021;02;1580;1695;1356;6,4;6,6;134;0
2021;02;2752;2756;2298;4;4,6;218;0
2021;02;740;817;30;0;3,9;74;0
2021;02;5704;5523;2112;5,1;10,2;337;0
2021;02;3630;3152;0;4,4;14,7;134;0
2021;02;7949;6414;0;7,4;27,4;421;1
2021;02;14681;19530;0;70,5;19;836;5
2021;02;4596;3321;0;4,1;15,4;249;1
2021;02;3404;2620;0;4;11,8;218;2
2021;02;2278;2536;0;64,1;226;85;15
2021;02;8292;8033;0;80,5;147,4;297;37
2021;02;1006;1004;338;0;19;260;24
2021;02;32647;18858;2457;230,7;661,4;779;45
2021;02;3121;2889;2;15;19,4;402;32
2021;02;3618;2297;1;6,5;20,6;1372;61
2021;02;39903;23131;2410;505;778;1223;72
2021;02;4532;4517;390;48,4;8;1965;7
2021;02;4491;4147;3643;1;40,6;899;15
2021;03;2240;2789;0;29;248;75;5
2021;03;11698;7593;491;429,5;1706,9;198;139
2021;03;36708;38094;724;383,2;578,9;1016;92
2021;03;215;328;557;0;0;103;0
2021;03;61498;62849;729;1874,3;3045,6;1627;428
2021;03;5493;5485;0;56,6;0;296;4
2021;03;1388;1356;0;0;0;126;0
2021;03;9320;9398;0;0;0;290;0
2021;03;772;744;0;0;0;69;0
2021;03;720;799;0;0;0;22;0
2021;03;15148;15053;957;206,5;431,6;412;111
2021;03;2772;2459;3088;0;0,5;280;0
2021;03;4828;4574;571;0;0;303;0
2021;03;15301;14515;947;153,7;402,3;404;94
2021;03;1932;1815;0;86,5;38,1;221;5
2021;03;70045;71315;455;2314,4;2008,5;2230;400
2021;03;698;672;0;0;0;88;0
2021;03;61;54;0;106,6;121,8;4;6
2021;03;67757;71456;1220;2915,2;2741,2;1804;661
2021;03;81536;83788;886;50,4;39,7;3233;38
2021;03;3358;3362;0;0;0;115;0
2021;03;14078;15773;0;318,4;244,1;426;88
2021;03;12809;12552;0;0;0;270;0
2021;03;940;840;0;662,8;964,5;31;112
2021;03;2936;2749;0;0;0;2718;0
2021;03;432349;466249;507;84899,2;87145,2;9761;3744
2021;03;209835;220323;0;3853,4;1857,5;4385;27
2021;03;15454;16336;211;0;0;463;0
2021;03;13054;14199;2;5,1;1,4;654;3
2021;03;591;640;0;0;0;107;0
2021;03;2577;2614;0;0;0;123;0
2021;03;6533;7047;1;560,1;573,5;266;138
2021;03;33411;36761;218;510,4;633,4;908;91
2021;03;122;0;35;842;509;36;61
2021;03;35813;35933;0;3912,3;2516,8;1055;448
2021;03;555;596;0;0;0;74;0
2021;03;6079;6617;127;0,4;0,1;317;0
2021;03;5875;5733;1;0;0;289;0
2021;03;470;486;0;2,5;12,7;160;8
2021;03;433;492;0;3,1;21,4;66;16
2021;03;17764;16693;0;170,2;185,1;839;7
2021;03;705;669;408;0;4,8;38;0
2021;03;557;638;442;-0,1;4,4;40;0
2021;03;886;946;597;0;4,3;70;0
2021;03;715;765;242;0;2,4;48;0
2021;03;1048;1027;491;0,7;5,5;90;0
2021;03;887;910;657;0,6;5,1;104;0
2021;03;2928;2970;1739;2,8;7,5;217;0
2021;03;1509;1308;1727;8,1;8,1;131;0
2021;03;2389;2318;2818;3,3;5,2;228;0
2021;03;282;262;563;0,2;2,7;40;0
2021;03;730;658;3;-0,2;4,7;70;0
2021;03;5102;5311;2404;5,9;13,9;345;8
2021;03;1200;938;0;3,6;10,7;102;16
2021;03;2140;2549;0;22,4;5,6;180;24
2021;03;564;614;0;3,6;7,8;68;18
2021;03;1352;741;0;80,6;255,9;83;25
2021;03;7941;7708;0;105,1;176;331;45
2021;03;1048;1063;500;0,2;26,5;316;26
2021;03;17392;13850;2239;629,2;732,9;602;72
2021;03;3226;3031;4;16,7;20,3;475;29
2021;03;2693;2295;0;8,6;21,7;1250;114
2021;03;21948;17355;2832;706,3;840,2;1049;101
2021;03;4486;4991;50;58,9;35,4;2409;15
2021;03;4848;5159;3543;5;45,3;1000;35
2021;04;2920;2830;243;26,7;233,7;75;5
2021;04;9091;8381;278;397,9;1414,4;180;128
2021;04;152;152;11;62,4;30,9;42;8
2021;04;33468;33352;141;335,4;565,5;991;86
2021;04;52562;51730;78;1423,5;2335,5;1583;344
2021;04;4317;4460;3;79,7;43;241;4
2021;04;1254;1252;0;0;0;126;0
2021;04;9022;9165;0;0;0;322;0
2021;04;645;607;0;0;0;61;0
2021;04;14164;14873;491;170,5;422,6;513;105
2021;04;3084;3166;2453;0;0,5;292;0
2021;04;6206;6700;417;0;0;477;0
2021;04;15340;15676;616;126,5;360,4;523;86
2021;04;1458;1336;0;107,6;36,9;198;4
2021;04;62662;62399;386;1921,1;2092,4;2316;344
2021;04;562;547;0;0;0;82;0
2021;04;21;2;0;116,2;0;2;4
2021;04;64670;65108;527;2508,9;2784,4;1917;656
2021;04;81473;80215;573;45,1;45,9;3414;38
2021;04;2302;2322;0;0;0;79;0
2021;04;13343;13352;0;303,8;212,1;408;80
2021;04;586;493;0;0;0;21;0
2021;04;19175;15997;82;0;0;429;0
2021;04;616;610;0;928,7;1582,6;27;108
2021;04;699;786;0;0;0;36;0
2021;04;2435;2596;0;0;0;2446;0
2021;04;456133;458750;126;81480;85757,8;10446;3434
2021;04;201819;192915;0;3335,2;2377,8;4281;30
2021;04;14016;13832;188;0;0,9;394;2
2021;04;11278;10956;15;97,7;1,3;596;6
2021;04;1733;1695;0;0;0;103;0
2021;04;5638;5237;0;619,4;541,7;273;136
2021;04;31797;31439;22;472,1;570,4;954;89
2021;04;39;0;11;854,6;525,3;16;60
2021;04;43307;43890;0;3706,5;2395,2;1462;399
2021;04;4938;4854;120;0;0;221;0
2021;04;4955;5117;5;0;0;395;0
2021;04;24028;24477;0;154;193,5;1111;4
2021;04;293;288;440;0,2;1,9;26;0
2021;04;807;802;511;0,1;4,3;42;0
2021;04;820;756;482;0,7;4,2;42;0
2021;04;412;402;380;0,2;2,2;26;0
2021;04;1302;1235;629;0,2;5,9;82;0
2021;04;1202;1160;234;0,3;3,8;64;0
2021;04;506;505;249;0,3;1,9;34;0
2021;04;401;427;229;0,4;2,7;30;0
2021;04;514;518;100;0;2,2;26;0
2021;04;1422;1423;548;1;4,5;126;0
2021;04;1233;1237;707;1,2;4,5;124;0
2021;04;3687;3720;2464;2,3;7,7;271;0
2021;04;2120;2085;2157;6,2;9,7;174;0
2021;04;3397;3282;2491;2,6;4,9;234;0
2021;04;329;406;559;0,3;1,5;48;0
2021;04;1123;1086;19;0,2;4,3;92;0
2021;04;7101;6917;2581;5,4;12,6;403;0
2021;04;2229;2243;0;3,5;10,6;122;0
2021;04;3628;4012;0;7,9;23,8;277;7
2021;04;9762;9543;0;57,8;20,6;620;10
2021;04;1807;2067;0;5,8;12,2;162;4
2021;04;1744;1840;0;4,7;11,8;161;1
2021;04;1346;1718;0;87;247,1;71;16
2021;04;8630;9457;0;65,7;176,4;408;26
2021;04;1327;1271;461;0;20,2;317;21
2021;04;16093;14583;2640;631,8;692,3;591;74
2021;04;3437;3629;2;19,9;24;425;41
2021;04;3913;3659;0;9,6;18,4;1665;105
2021;04;20785;19724;2996;966,3;678,3;1089;45
2021;04;5834;5953;392;1,5;5,2;2399;8
2021;04;4851;4483;3194;4,5;48,1;1122;29
2021;05;4699;4861;58;41,8;306;81;5
2021;05;14248;11817;573;376,4;1403;202;127
2021;05;62624;60926;200;309,6;637;1344;87
2021;05;84513;83996;145;1391;2249,9;1926;345
2021;05;7745;7629;4;87,3;27;351;6
2021;05;1626;1607;0;0;0;151;0
2021;05;14708;15024;0;0;0;394;0
2021;05;1157;1052;0;0;0;88;0
2021;05;1083;908;0;0,1;0;25;1
2021;05;38039;44131;138;167,1;409,7;965;92
2021;05;7060;8083;930;0;0,6;348;0
2021;05;27354;31906;278;0;0;887;0
2021;05;48868;57216;83;122;349,8;1068;74
2021;05;2446;2308;3;129;38,5;214;6
2021;05;95296;93059;741;1754,1;1624,5;2627;352
2021;05;898;827;0;0;0;88;0
2021;05;583;464;0;0;0;613;0
2021;05;110173;112826;498;1769,6;1632,4;2743;587
2021;05;158406;164692;780;36,7;38,3;6135;32
2021;05;7016;7158;0;0;0;161;0
2021;05;26358;26616;0;272,2;185;614;66
2021;05;1317;1315;0;0;0;29;0
2021;05;37938;35645;447;0;0;650;0
2021;05;1234;1113;0;664;2205,8;27;121
2021;05;2140;1893;0;0;0;56;0
2021;05;3403;3556;0;0;0;3401;0
2021;05;543015;578140;89;79952,5;83329,2;11503;3363
2021;05;384461;380130;120;3243,2;1291;6811;17
2021;05;34752;32115;210;0;0;678;0
2021;05;21785;21005;104;4,8;1,2;759;0
2021;05;10738;9426;2;0;0;269;0
2021;05;9542;8880;6;498,6;480,1;299;121
2021;05;82771;75545;308;401,1;485,4;1554;75
2021;05;95;0;28;769,4;399,7;28;49
2021;05;76151;67208;0;3673,8;2324,7;1641;435
2021;05;810;739;4;0;0;95;0
2021;05;15314;14048;185;0,1;0;398;0
2021;05;11454;11771;8;0;0;762;0
2021;05;605;609;0;2,2;11,2;174;8
2021;05;24153;24762;0;307,9;246,8;1106;0
2021;05;547;548;470;0,4;3,6;36;0
2021;05;614;674;379;0,6;4,8;36;0
2021;05;897;825;750;0,1;2,6;80;0
2021;05;809;749;254;0,2;3;56;0
2021;05;1020;1020;535;1,1;4,9;108;0
2021;05;928;877;581;1,6;4,7;120;0
2021;05;4576;5078;2199;2,3;8,8;346;0
2021;05;1612;1642;1483;4,1;6,4;153;0
2021;05;2972;2988;2610;2,8;4,8;272;0
2021;05;470;128;726;0;0,3;76;0
2021;05;796;801;39;1,4;4,1;76;0
2021;05;6427;6398;2339;5,3;13;424;0
2021;05;3491;3495;0;2,8;10,9;146;0
2021;05;7032;7148;0;8;26;423;3
2021;05;16597;17014;0;64;22,5;861;2
2021;05;3575;3624;0;6,4;13,7;251;3
2021;05;2918;3158;0;6,4;13,4;221;1
2021;05;1497;1026;0;82,4;259,9;71;11
2021;05;6954;5874;0;61,9;193,8;372;26
2021;05;949;993;391;0;14,4;324;10
2021;05;17948;17023;1981;253,2;615,9;558;60
2021;05;4028;3907;3;15,2;18,7;437;41
2021;05;5189;4944;0;7,9;18,4;2066;96
2021;05;23706;21241;3500;283,8;718,2;1146;29
2021;05;5696;5881;576;32,7;20;2496;5
2021;05;4931;5046;4313;7,1;48,8;1130;47
2021;06;7095;9421;0;30,9;267,8;100;3
2021;06;32989;23515;1216;447,6;1677,8;287;97
2021;06;37;36;11;77,3;43,4;39;7
2021;06;115979;110997;479;381,1;558,3;2256;89
2021;06;662;772;0;0;0;50;0
2021;06;1261;1088;0;0;0;141;0
2021;06;1960;1607;779;0;0;146;0
2021;06;506;549;0;0;0;139;0
2021;06;148688;141296;245;1726,8;2719,6;3046;398
2021;06;10200;10456;4;0;0;429;0
2021;06;2572;2686;0;0;0;179;0
2021;06;23881;25879;0;0;0;523;0
2021;06;1388;1378;0;0;0;105;0
2021;06;792;732;0;0;0;74;0
2021;06;2916;1698;0;0;0;42;0
2021;06;933;353;24;0;0;18;0
2021;06;56851;67404;69;204,8;492,3;1256;108
2021;06;11395;15507;147;0;0,6;462;0
2021;06;41745;47569;159;1;0;1242;0
2021;06;75434;84738;243;129,7;405,5;1329;90
2021;06;3947;3832;7;80,6;0;324;1
2021;06;172805;149338;1306;1867,9;1965;3850;348
2021;06;1127;1097;0;0;0;96;0
2021;06;1004;861;0;0;0;1103;0
2021;06;1287;1737;0;0;0;64;0
2021;06;197821;189403;2410;2014;1893,3;4197;687
2021;06;236632;253837;663;44,2;49,9;8103;39
2021;06;10570;10779;0;0;0;223;0
2021;06;42978;41374;0;333,1;246,3;855;88
2021;06;2878;3492;2;0;0;80;0
2021;06;77544;65445;451;0;0;1144;0
2021;06;2100;1440;0;1114,4;1675,1;38;111
2021;06;806;815;0;0;0;23;0
2021;06;4778;4699;0;0;0;4491;0
2021;06;843053;844882;254;83459,3;84396,8;15017;3374
2021;06;636055;537836;0;4214,6;1311,8;9439;6
2021;06;59829;52774;251;0;0;1066;0
2021;06;27223;27052;393;4,3;1,4;925;1
2021;06;1861;1559;632;0;0;114;0
2021;06;14231;13589;0;0;0;321;0
2021;06;16837;16230;5;499,8;574;494;134
2021;06;144123;132236;723;435,6;541,2;2367;82
2021;06;125;0;37;883,5;588,5;34;65
2021;06;117542;101139;340;3979,3;2519,5;2329;461
2021;06;2010;1835;0;0;0;130;0
2021;06;31335;27835;316;1,4;0,6;692;0
2021;06;14399;16186;14;0;0;1029;0
2021;06;2514;1788;0;0;0;82;0
2021;06;697;769;0;1,4;12,6;153;11
2021;06;32915;32130;0;326,5;342,2;1341;7
2021;06;605;687;414;0;3,6;38;0
2021;06;581;664;382;0,2;4,2;40;0
2021;06;804;960;749;0;2,3;80;0
2021;06;885;1067;142;0,2;3,4;52;0
2021;06;231;332;424;0,1;2,3;30;0
2021;06;1295;1327;503;0,9;4,3;128;0
2021;06;1089;1124;586;1;4,4;122;0
2021;06;6580;6831;2000;3;9,5;441;0
2021;06;1725;1834;1719;4,7;7,4;169;0
2021;06;2568;2795;2452;3,1;5,1;260;0
2021;06;931;440;578;0;0,4;94;0
2021;06;362;308;664;0;2;46;0
2021;06;766;816;29;0;4,3;68;0
2021;06;6625;6467;2080;6,3;14;387;0
2021;06;3726;3626;0;5;14,2;142;0
2021;06;8754;9036;0;8,1;29,1;506;2
2021;06;19713;20478;0;73,7;25,4;954;2
2021;06;4527;4527;0;6,6;16,6;276;2
2021;06;3825;3823;0;7;14,8;244;0
2021;06;1828;1296;0;71,1;269,1;62;16
2021;06;11037;8314;0;78,3;189,2;386;56
2021;06;1125;1245;269;0;19,2;306;30
2021;06;30257;41328;1659;255,5;778;774;89
2021;06;4899;4760;3;25;21,4;486;54
2021;06;6617;6155;4;8,3;20,8;2328;99
2021;06;38536;53885;3013;189,4;867;1402;21
2021;06;2739;2790;46;1,8;4,6;2254;7
2021;06;5440;6211;4432;6,2;45,9;1300;30
2021;07;16605;20236;0;34,1;284,4;192;0
2021;07;73170;73993;3140;388,3;1831,8;599;36
2021;07;215241;196328;467;318,9;559,3;3527;86
2021;07;3825;5514;0;0;0;136;0
2021;07;6941;7542;0;0;0;294;0
2021;07;496;582;900;0;0;124;0
2021;07;2917;3256;5;0;0;218;0
2021;07;228179;204397;584;1229,1;2030,9;3957;332
